"locus"	"pdbid"	"qstart2"	"qend2"	"sstart2"	"send2"	"strain_type"	"p_value"
"YPR167C"	"2oq2@C"	1	256	1	256	"glycerol_high"	"0.9321"
"YNL142W"	"5aex@A"	1	456	2	457	"glycerol_high"	"0.0317"
"YNL142W"	"5aex@B"	1	456	2	457	"glycerol_high"	"0.0343"
"YNL142W"	"5aex@C"	1	456	2	457	"glycerol_high"	"0.0265"
"YNL142W"	"5aex@D"	1	455	3	457	"glycerol_high"	"0.0336"
"YNL142W"	"5aex@E"	1	456	2	457	"glycerol_high"	"0.0263"
"YNL142W"	"5aex@F"	1	456	2	457	"glycerol_high"	"0.0244"
"YAR015W"	"1obg@A"	1	304	2	305	"glycerol_high"	"0.5151"
"YGR287C"	"3a47@A"	1	585	4	588	"glycerol_high"	"0.2061"
"YGR287C"	"3a4a@A"	1	585	4	588	"glycerol_high"	"0.2127"
"YGR287C"	"3aj7@A"	1	585	4	588	"glycerol_high"	"0.2117"
"YHR183W"	"2p4q@A"	1	475	1	475	"glycerol_high"	"0.2041"
"YML054C"	"3ks0@A"	1	87	86	172	"glycerol_high"	"NA"
"YML054C"	"3ks0@B"	1	87	86	172	"glycerol_high"	"NA"
"YBR199W"	"5a08@A"	1	388	71	458	"glycerol_high"	"0.6904"
"YBR199W"	"5a07@A"	1	389	70	458	"glycerol_high"	"0.6841"
"YBR199W"	"5a07@B"	1	388	71	458	"glycerol_high"	"0.7036"
"YJR057W"	"3tmk@A"	1	213	1	213	"glycerol_high"	"0.8911"
"YJR057W"	"3tmk@B"	1	213	1	213	"glycerol_high"	"0.8941"
"YJR057W"	"3tmk@D"	1	211	3	213	"glycerol_high"	"0.8778"
"YJR057W"	"3tmk@E"	1	212	2	213	"glycerol_high"	"0.887"
"YJR057W"	"3tmk@F"	1	213	1	213	"glycerol_high"	"0.8775"
"YJR057W"	"3tmk@G"	1	212	2	213	"glycerol_high"	"0.8864"
"YJR057W"	"3tmk@H"	1	211	3	213	"glycerol_high"	"0.8835"
"YBL098W"	"4j34@A"	1	376	2	377	"glycerol_high"	"0.2585"
"YBL098W"	"4j34@B"	2	386	1	385	"glycerol_high"	"0.2531"
"YDR454C"	"1ex7@A"	1	184	2	185	"glycerol_high"	"NA"
"YDR454C"	"1ex6@A"	1	184	2	185	"glycerol_high"	"NA"
"YDR454C"	"1ex6@B"	1	184	2	185	"glycerol_high"	"NA"
"YJR121W"	"3ofn@E"	1	469	40	508	"glycerol_high"	"NA"
"YJR121W"	"3ofn@W"	1	468	41	508	"glycerol_high"	"NA"
"YJR121W"	"3zia@D"	1	466	39	504	"glycerol_high"	"NA"
"YJR121W"	"3zia@E"	1	464	41	504	"glycerol_high"	"NA"
"YJR121W"	"3zia@F"	1	465	40	504	"glycerol_high"	"NA"
"YJR121W"	"3zia@N"	1	466	39	504	"glycerol_high"	"NA"
"YJR121W"	"3zia@O"	1	464	41	504	"glycerol_high"	"NA"
"YJR121W"	"3zia@P"	1	465	40	504	"glycerol_high"	"NA"
"YJR121W"	"3oe7@E"	1	468	41	508	"glycerol_high"	"NA"
"YJR121W"	"3oe7@N"	1	470	39	508	"glycerol_high"	"NA"
"YJR121W"	"3oe7@W"	1	467	41	507	"glycerol_high"	"NA"
"YJR121W"	"3oee@D"	1	466	39	504	"glycerol_high"	"NA"
"YJR121W"	"3oee@E"	1	464	41	504	"glycerol_high"	"NA"
"YJR121W"	"3oee@F"	1	465	40	504	"glycerol_high"	"NA"
"YJR121W"	"3oee@W"	1	467	41	507	"glycerol_high"	"NA"
"YJR121W"	"2hld@D"	1	466	39	504	"glycerol_high"	"NA"
"YJR121W"	"2hld@E"	1	464	41	504	"glycerol_high"	"NA"
"YJR121W"	"2hld@F"	1	465	40	504	"glycerol_high"	"NA"
"YJR121W"	"2hld@M"	1	466	39	504	"glycerol_high"	"NA"
"YJR121W"	"2hld@N"	1	467	39	505	"glycerol_high"	"NA"
"YJR121W"	"2hld@O"	1	467	40	506	"glycerol_high"	"NA"
"YJR121W"	"2hld@W"	1	467	41	507	"glycerol_high"	"NA"
"YGL018C"	"3uo3@A"	1	174	8	181	"glycerol_high"	"0.3036"
"YDR513W"	"3d4m@A"	1	109	35	143	"glycerol_high"	"NA"
"YDR513W"	"3ctg@A"	1	108	36	143	"glycerol_high"	"NA"
"YDR513W"	"3ctf@A"	1	108	36	143	"glycerol_high"	"NA"
"YPL135W"	"5tre@a"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@b"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@c"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@d"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@e"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@f"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@g"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@h"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@i"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@j"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@k"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@l"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@m"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@n"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@o"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@p"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@q"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@r"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@s"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@t"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@u"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@v"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@w"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5tre@x"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@a"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@b"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@c"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@d"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@e"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@f"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@g"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@h"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@i"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@j"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@k"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@l"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@m"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@n"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@o"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@p"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@q"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@r"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@s"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@t"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@u"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@v"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@w"	5	142	28	165	"glycerol_high"	"NA"
"YPL135W"	"5t0v@x"	5	142	28	165	"glycerol_high"	"NA"
"YKL024C"	"1ukz@A"	1	194	9	202	"glycerol_high"	"0.5538"
"YKL024C"	"1uky@A"	1	194	9	202	"glycerol_high"	"0.5506"
"YJL153C"	"1p1k@A"	1	521	9	529	"glycerol_high"	"0.8574"
"YJL153C"	"1jki@A"	1	521	9	529	"glycerol_high"	"0.8516"
"YJL153C"	"1jki@B"	1	520	10	529	"glycerol_high"	"0.8576"
"YJL153C"	"1p1j@A"	1	521	9	529	"glycerol_high"	"0.8661"
"YJL153C"	"1rm0@A"	1	521	9	529	"glycerol_high"	"0.869"
"YNL113W"	"4c3h@K"	9	103	48	142	"glycerol_high"	"NA"
"YNL113W"	"4c3j@K"	9	103	48	142	"glycerol_high"	"NA"
"YNL113W"	"4c2m@K"	7	101	48	142	"glycerol_high"	"NA"
"YNL113W"	"4c2m@Z"	6	100	48	142	"glycerol_high"	"NA"
"YNL113W"	"4c3i@K"	9	103	48	142	"glycerol_high"	"NA"
"YNL113W"	"6eu3@K"	7	101	48	142	"glycerol_high"	"NA"
"YOR126C"	"3mil@A"	1	238	1	238	"glycerol_high"	"0.8625"
"YOR126C"	"3mil@B"	1	234	1	234	"glycerol_high"	"0.8682"
"YMR099C"	"2ciq@A"	1	285	2	286	"glycerol_high"	"0.3757"
"YMR099C"	"2cis@A"	1	284	2	285	"glycerol_high"	"0.3557"
"YMR099C"	"2cir@A"	1	284	2	285	"glycerol_high"	"0.3626"
"YOR207C"	"6eu3@B"	1	1114	36	1149	"glycerol_high"	"0.7477"
"YDR533C"	"4qyx@A"	1	231	2	232	"glycerol_high"	"0.6313"
"YBR249C"	"1hfb@C"	1	334	23	356	"glycerol_high"	"0.9309"
"YBR249C"	"1hfb@F"	1	334	23	356	"glycerol_high"	"0.9293"
"YGL070C"	"3m3y@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"4bxx@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"6bm4@I"	1	115	2	116	"glycerol_high"	"NA"
"YGL070C"	"6blp@I"	1	115	2	116	"glycerol_high"	"NA"
"YGL070C"	"3s1n@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3rzd@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3s2d@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"5sva@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3cqz@I"	1	121	2	122	"glycerol_high"	"NA"
"YGL070C"	"1twg@I"	1	121	1	121	"glycerol_high"	"NA"
"YGL070C"	"4by7@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3hou@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3hou@U"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"1i6h@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3gtl@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"1twf@I"	1	122	1	122	"glycerol_high"	"NA"
"YGL070C"	"1i50@I"	1	122	1	122	"glycerol_high"	"NA"
"YGL070C"	"2nvt@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"1twa@I"	1	121	1	121	"glycerol_high"	"NA"
"YGL070C"	"3s14@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3s15@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"4y7n@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"2nvq@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3s1q@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3po3@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3s16@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3s2h@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"6bqf@I"	1	115	2	116	"glycerol_high"	"NA"
"YGL070C"	"1twc@I"	1	121	1	121	"glycerol_high"	"NA"
"YGL070C"	"3po2@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3rzo@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3s1m@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"1i3q@I"	1	122	1	122	"glycerol_high"	"NA"
"YGL070C"	"3s1r@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"3s17@I"	1	119	2	120	"glycerol_high"	"NA"
"YGL070C"	"1k83@I"	1	122	1	122	"glycerol_high"	"NA"
"YDR529C"	"4pd4@G"	1	126	2	127	"glycerol_high"	"NA"
"YDR529C"	"2ibz@F"	1	111	3	113	"glycerol_high"	"NA"
"YDR529C"	"1kyo@G"	1	125	3	127	"glycerol_high"	"NA"
"YDR529C"	"1kyo@R"	1	125	3	127	"glycerol_high"	"NA"
"YDR529C"	"1p84@G"	1	111	3	113	"glycerol_high"	"NA"
"YDR529C"	"3cx5@G"	1	112	2	113	"glycerol_high"	"NA"
"YDR529C"	"3cx5@R"	1	112	2	113	"glycerol_high"	"NA"
"YDR529C"	"1kb9@G"	1	111	3	113	"glycerol_high"	"NA"
"YDR529C"	"1ezv@F"	1	111	3	113	"glycerol_high"	"NA"
"YDR529C"	"3cxh@G"	1	111	3	113	"glycerol_high"	"NA"
"YDR529C"	"3cxh@R"	1	111	3	113	"glycerol_high"	"NA"
"YMR301C"	"4myh@A"	1	593	98	690	"glycerol_high"	"0.3788"
"YMR301C"	"4myh@B"	1	593	98	690	"glycerol_high"	"0.4199"
"YMR301C"	"4myh@C"	1	593	98	690	"glycerol_high"	"0.4133"
"YMR301C"	"4myc@A"	1	593	98	690	"glycerol_high"	"0.3945"
"YMR301C"	"4myc@B"	1	593	98	690	"glycerol_high"	"0.4216"
"YMR301C"	"4myc@C"	1	593	98	690	"glycerol_high"	"0.4244"
"YGL040C"	"1gjp@A"	1	339	1	339	"glycerol_high"	"0.4009"
"YGL040C"	"1ohl@A"	1	339	1	339	"glycerol_high"	"0.3948"
"YGL040C"	"1eb3@A"	1	339	1	339	"glycerol_high"	"0.4101"
"YGL040C"	"1w31@A"	1	339	1	339	"glycerol_high"	"0.4058"
"YGL040C"	"1h7n@A"	1	339	1	339	"glycerol_high"	"0.3926"
"YGL040C"	"1h7r@A"	1	339	1	339	"glycerol_high"	"0.3627"
"YGL040C"	"1h7o@A"	1	339	1	339	"glycerol_high"	"0.377"
"YGL040C"	"1h7p@A"	1	339	1	339	"glycerol_high"	"0.3947"
"YLR286C"	"2uy3@A"	1	282	26	307	"glycerol_high"	"0.403"
"YLR286C"	"4txe@A"	1	283	25	307	"glycerol_high"	"0.3924"
"YOR334W"	"3rkg@A"	1	256	48	303	"glycerol_high"	"NA"
"YNL248C"	"4c2m@M"	1	108	8	115	"glycerol_high"	"0.9527"
"YNL229C"	"1jzr@C"	1	255	100	354	"glycerol_high"	"NA"
"YNL229C"	"1jzr@D"	1	259	96	354	"glycerol_high"	"NA"
"YNL229C"	"1g6y@A"	1	242	109	350	"glycerol_high"	"NA"
"YNL229C"	"1g6y@B"	1	256	98	353	"glycerol_high"	"NA"
"YNL229C"	"1g6w@C"	1	254	100	353	"glycerol_high"	"NA"
"YNL229C"	"1g6w@D"	1	258	96	353	"glycerol_high"	"NA"
"YNL229C"	"1k0b@C"	1	254	100	353	"glycerol_high"	"NA"
"YNL229C"	"1k0b@D"	1	258	96	353	"glycerol_high"	"NA"
"YCL035C"	"3c1r@A"	2	96	1	95	"glycerol_high"	"NA"
"YCL035C"	"3c1s@A"	1	92	2	93	"glycerol_high"	"NA"
"YOL005C"	"3m3y@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"6bm4@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"6blp@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s1n@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3rzd@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s2d@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3cqz@K"	1	113	2	114	"glycerol_high"	"NA"
"YOL005C"	"1twg@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3hou@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3hou@W"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"1i6h@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3gtl@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"1twf@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"1i50@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"2nvt@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"1twa@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s14@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s15@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"4y7n@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"2nvq@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s1q@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"5ot2@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3po3@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s16@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s2h@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"6bqf@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"1twc@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3rzo@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s1m@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3j1n@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"1i3q@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s1r@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"3s17@K"	1	114	1	114	"glycerol_high"	"NA"
"YOL005C"	"1k83@K"	1	114	1	114	"glycerol_high"	"NA"
"YLR011W"	"1t0i@A"	1	179	1	179	"glycerol_high"	"0.8666"
"YDR256C"	"1a4e@A"	1	485	15	499	"glycerol_high"	"0.3399"
"YDR256C"	"1a4e@B"	1	485	15	499	"glycerol_high"	"0.3513"
"YDR256C"	"1a4e@C"	1	485	15	499	"glycerol_high"	"0.3436"
"YDR256C"	"1a4e@D"	1	485	15	499	"glycerol_high"	"0.3549"
"YBR011C"	"1m38@A"	1	276	2	277	"glycerol_high"	"0.0628"
"YBR011C"	"1m38@B"	1	276	2	277	"glycerol_high"	"0.0678"
"YDR050C"	"7tim@A"	1	244	2	245	"glycerol_high"	"NA"
"YDR050C"	"7tim@B"	1	244	2	245	"glycerol_high"	"NA"
"YDR050C"	"2ypi@A"	1	244	2	245	"glycerol_high"	"NA"
"YDR050C"	"2ypi@B"	1	244	2	245	"glycerol_high"	"NA"
"YDR050C"	"1ypi@A"	1	244	2	245	"glycerol_high"	"NA"
"YDR050C"	"1ypi@B"	1	244	2	245	"glycerol_high"	"NA"
"YKL069W"	"1f5m@A"	1	174	4	177	"glycerol_high"	"0.8449"
"YKL069W"	"1f5m@B"	1	175	3	177	"glycerol_high"	"0.8038"
"YKL069W"	"3ko6@A"	1	174	4	177	"glycerol_high"	"0.8445"
"YKL069W"	"3ko6@B"	1	174	4	177	"glycerol_high"	"0.8216"
"YDR226W"	"2aky@A"	1	217	5	221	"glycerol_high"	"0.9762"
"YDR226W"	"1aky@A"	1	217	5	221	"glycerol_high"	"0.9739"
"YOL064C"	"1ka0@A"	1	351	3	353	"glycerol_high"	"0.9958"
"YOL064C"	"1ka1@A"	1	352	2	353	"glycerol_high"	"0.9946"
"YOL064C"	"1qgx@A"	1	352	2	353	"glycerol_high"	"0.9941"
"YOL064C"	"1k9z@A"	1	352	2	353	"glycerol_high"	"0.9951"
"YOL064C"	"1k9y@A"	1	352	2	353	"glycerol_high"	"0.9936"
"YDR044W"	"1tkl@A"	1	325	4	328	"glycerol_high"	"NA"
"YDR044W"	"1tkl@B"	1	325	4	328	"glycerol_high"	"NA"
"YDR044W"	"1tlb@A"	1	326	3	328	"glycerol_high"	"NA"
"YDR044W"	"1tlb@D"	1	326	3	328	"glycerol_high"	"NA"
"YDR044W"	"1tlb@Q"	1	326	3	328	"glycerol_high"	"NA"
"YDR044W"	"1tlb@S"	1	326	3	328	"glycerol_high"	"NA"
"YDR044W"	"1tlb@U"	1	326	3	328	"glycerol_high"	"NA"
"YDR044W"	"1tlb@W"	1	326	3	328	"glycerol_high"	"NA"
"YNL102W"	"3oiq@B"	1	30	216	245	"glycerol_high"	"NA"
"YNL102W"	"3flo@B"	1	178	1273	1450	"glycerol_high"	"0.3765"
"YNL102W"	"3flo@D"	1	178	1273	1450	"glycerol_high"	"0.3749"
"YNL102W"	"3flo@F"	1	178	1273	1450	"glycerol_high"	"0.3958"
"YNL102W"	"3flo@H"	1	178	1273	1450	"glycerol_high"	"0.3853"
"YIL053W"	"2qlt@A"	2	246	1	245	"glycerol_high"	"0.6667"
"YDL066W"	"2qfy@A"	1	409	17	425	"glycerol_high"	"0.9965"
"YDL066W"	"2qfy@B"	1	409	16	424	"glycerol_high"	"0.9971"
"YDL066W"	"2qfy@C"	1	409	16	424	"glycerol_high"	"0.996"
"YDL066W"	"2qfy@D"	1	409	17	425	"glycerol_high"	"0.9958"
"YDL066W"	"2qfy@E"	1	409	16	424	"glycerol_high"	"0.9952"
"YDL066W"	"2qfy@F"	1	409	17	425	"glycerol_high"	"0.9957"
"YDL066W"	"2qfx@A"	1	408	17	424	"glycerol_high"	"0.9959"
"YDL066W"	"2qfx@B"	1	408	17	424	"glycerol_high"	"0.9967"
"YDL066W"	"2qfx@C"	1	408	17	424	"glycerol_high"	"0.9961"
"YDL066W"	"2qfx@D"	1	408	17	424	"glycerol_high"	"0.996"
"YDL066W"	"2qfx@E"	1	408	17	424	"glycerol_high"	"0.9961"
"YDL066W"	"2qfx@F"	1	408	17	424	"glycerol_high"	"0.9969"
"YDL066W"	"2qfw@A"	1	404	18	421	"glycerol_high"	"0.9976"
"YDL066W"	"2qfw@B"	1	406	19	424	"glycerol_high"	"0.9956"
"YDL066W"	"2qfw@C"	1	408	18	425	"glycerol_high"	"0.996"
"YDL066W"	"2qfw@D"	1	410	16	425	"glycerol_high"	"0.9965"
"YDL066W"	"2qfw@E"	1	407	18	424	"glycerol_high"	"0.997"
"YDL066W"	"2qfw@F"	1	409	17	425	"glycerol_high"	"0.9961"
"YDL066W"	"2qfv@A"	1	408	17	424	"glycerol_high"	"0.9967"
"YDL066W"	"2qfv@B"	1	406	19	424	"glycerol_high"	"0.9949"
"YDL066W"	"2qfv@C"	1	404	18	421	"glycerol_high"	"0.9965"
"YDL066W"	"2qfv@D"	1	408	17	424	"glycerol_high"	"0.9969"
"YGL245W"	"2hsm@A"	1	178	1	178	"glycerol_high"	"NA"
"YGL245W"	"2hrk@A"	1	173	2	174	"glycerol_high"	"NA"
"YGL245W"	"2hra@A"	1	178	1	178	"glycerol_high"	"NA"
"YGL245W"	"2hra@B"	4	176	1	173	"glycerol_high"	"NA"
"YKL212W"	"3lwt@X"	2	450	1	449	"glycerol_high"	"0.0273"
"YMR272C"	"4zr1@A"	1	268	117	384	"glycerol_high"	"0.9056"
"YMR272C"	"4zr1@B"	1	268	117	384	"glycerol_high"	"0.9074"
"YLL018C"	"1asz@A"	1	490	68	557	"glycerol_high"	"0.198"
"YLL018C"	"1asz@B"	1	490	68	557	"glycerol_high"	"0.1944"
"YLL018C"	"1asy@A"	1	490	68	557	"glycerol_high"	"0.2181"
"YLL018C"	"1asy@B"	1	490	68	557	"glycerol_high"	"0.1939"
"YLL018C"	"1eov@A"	1	486	71	556	"glycerol_high"	"0.1986"
"YJR104C"	"1jcv@A"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1yaz@A"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1sdy@A"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1sdy@B"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1sdy@C"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1sdy@D"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1yso@A"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"2jcw@A"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1f1g@A"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1f1g@B"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1f1g@C"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1f1g@D"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1f1g@E"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1f1g@F"	1	152	2	153	"glycerol_high"	"NA"
"YJR104C"	"1b4l@A"	1	152	2	153	"glycerol_high"	"NA"
"YBR149W"	"4ijc@A"	1	329	15	343	"glycerol_high"	"0.4621"
"YBR149W"	"4ijc@B"	1	329	15	343	"glycerol_high"	"0.4782"
"YBR149W"	"4ijr@A"	1	328	15	342	"glycerol_high"	"0.4834"
"YBR149W"	"4ijr@C"	1	328	15	342	"glycerol_high"	"0.4783"
"YGR144W"	"3fpz@A"	1	309	16	324	"glycerol_high"	"0.9199"
"YML120C"	"4g6h@A"	1	472	42	513	"glycerol_high"	"0.7678"
"YML120C"	"4g6h@B"	1	472	42	513	"glycerol_high"	"0.7594"
"YML120C"	"4g73@A"	1	472	42	513	"glycerol_high"	"0.7413"
"YML120C"	"4g73@B"	1	472	42	513	"glycerol_high"	"0.7354"
"YOL097C"	"3kt3@A"	1	407	17	423	"glycerol_high"	"0.2062"
"YOL097C"	"3kt3@B"	1	403	21	423	"glycerol_high"	"0.2157"
"YOL097C"	"3kt3@C"	1	401	23	423	"glycerol_high"	"0.2151"
"YOL097C"	"3kt3@D"	1	407	17	423	"glycerol_high"	"0.2115"
"YOL097C"	"3kt6@A"	1	408	17	424	"glycerol_high"	"0.2035"
"YOL097C"	"3kt6@B"	1	403	22	424	"glycerol_high"	"0.205"
"YOL097C"	"3kt6@C"	1	403	22	424	"glycerol_high"	"0.204"
"YOL097C"	"3kt6@D"	1	408	17	424	"glycerol_high"	"0.2002"
"YOL097C"	"3kt8@A"	1	406	18	423	"glycerol_high"	"0.2086"
"YOL097C"	"3kt8@B"	1	401	23	423	"glycerol_high"	"0.216"
"YOL097C"	"3kt8@C"	1	403	23	425	"glycerol_high"	"0.2193"
"YOL097C"	"3kt8@D"	1	408	16	423	"glycerol_high"	"0.2024"
"YBR034C"	"1g6q@2"	1	320	29	348	"glycerol_high"	"NA"
"YBR034C"	"1g6q@3"	1	319	30	348	"glycerol_high"	"NA"
"YBR034C"	"1g6q@4"	1	318	31	348	"glycerol_high"	"NA"
"YBR034C"	"1g6q@5"	1	321	28	348	"glycerol_high"	"NA"
"YBR034C"	"1g6q@6"	1	320	29	348	"glycerol_high"	"NA"
"YOR143C"	"1ig0@A"	1	315	3	317	"glycerol_high"	"0.3914"
"YOR143C"	"1ig0@B"	1	317	1	317	"glycerol_high"	"0.3771"
"YIL160C"	"1afw@B"	1	385	25	409	"glycerol_high"	"0.8662"
"YMR226C"	"3rku@A"	2	263	1	262	"glycerol_high"	"0.0417"
"YMR226C"	"3rku@B"	2	263	1	262	"glycerol_high"	"0.0441"
"YMR226C"	"3rku@C"	2	263	1	262	"glycerol_high"	"0.041"
